sum,ADM1_CODE,ADM2_NAME,EXP2_YEAR,ADM1_NAME,DISP_AREA,Shape_Leng,STATUS,STR2_YEAR,ADM0_NAME,ADM0_CODE,Shape_Area,ADM2_CODE,system:index
1054.3016157826619,2035,Armeria,3000,Colima,NO,0.977818861158,Member State,1000,Mexico,162,0.0479604022445,19812,000200000000000006ca
1361.3626801664973,2035,Colima,3000,Colima,NO,1.33086725397,Member State,1000,Mexico,162,0.0594194335663,19813,000200000000000006cb
584.38115825288,2035,Comala,3000,Colima,NO,0.734398303098,Member State,1000,Mexico,162,0.0256224509269,19814,000200000000000006cc
947.7973761686311,2035,Coquimatlan,3000,Colima,NO,1.03612895347,Member State,1000,Mexico,162,0.0415019462727,19815,000200000000000006cd
936.9501299022854,2035,Cuauhtemoc,3000,Colima,NO,1.06729382215,Member State,1000,Mexico,162,0.0409295797202,19816,000200000000000006ce
548.5544393211873,2035,Ixtlahuacan,3000,Colima,NO,0.659779262121,Member State,1000,Mexico,162,0.0239524347587,19817,000200000000000006cf
2401.831783836233,2035,Manzanillo,3000,Colima,NO,2.22904182813,Member State,1000,Mexico,162,0.112299165526,19818,000200000000000006d0
650.003767313219,2035,Minatitlan,3000,Colima,NO,0.760873083368,Member State,1000,Mexico,162,0.0287943368431,19819,000200000000000006d1
1660.4778095547847,2035,Tecoman,3000,Colima,NO,1.27146233237,Member State,1000,Mexico,162,0.0726501906453,19820,000200000000000006d2
599.6474254923473,2035,Villa De Alvarez,3000,Colima,NO,1.16935123182,Member State,1000,Mexico,162,0.0261857992624,19821,000200000000000006d3
